|Year|Games|Num_Awards|Num_Nominated|Awarded|nominated|Won_Game_of_the_Year|Developer(s)|Publisher(s)|Engine|Platform(s)|Release|Genre(s)|Mode(s)|Series
2823|2006|Reservoir Dogs (video game)|0|0|0|0|0|Volatile Games|Eidos Interactive|BlitzTech|Microsoft Windows, PlayStation 2, Xbox|44|Third-person shooter|Single-player|
2824|2006|Resistance: Fall of Man|0|1|0|Critic's Choice (released after 11/15/2006 and before 12/31/2006)|0|Insomniac Games|Sony Computer Entertainment|Insomniac Engine 1.0|PlayStation 3|18|First-person shooter|Single-player, multiplayer|Resistance
2825|2006|Rhye's and Fall of Civilization|0|0|0|0|0|||"Civilization IV Gamebryo
Civ IV: Warlords – 1.487
Civ IV: BTS – 1.187
RAND – 1.27

MP – 1.17"|Windows, Mac OS X|24|Mod, turn-based strategy game, 4X|Single-player, multiplayer|Civilization
2826|2006|Rhythm Tengoku|0|0|0|0|0|Nintendo SPDJ.P.Room RecordingsArcade version:Sega|Nintendo||Game Boy AdvanceArcade|44|Rhythm game|Single playerMultiplayer Arcade|
2827|2006|Ridge Racer 2 (2006 video game)|0|0|0|0|0|Namco Bandai Games|Namco Bandai GamesSCEE (Europe)||PlayStation Portable|51|Racing|Single-player, multiplayer|Ridge Racer
2828|2006|Ridge Racer 7|0|0|0|0|0|Namco Bandai Games|Namco Bandai Games[a]|In-house software |PlayStation 3|18|Racing game|Single-player, multiplayer|Ridge Racer
2829|2006|Rise and Fall: Civilizations at War|0|0|0|0|0|Stainless Steel Studios, Midway Games San Diego|Midway Games|Titan 2.0|Microsoft Windows|34|Real-time strategy, third-person shooter|Single-player, multiplayer|
2830|2006|Rise of Nations: Rise of Legends|0|0|0|0|0|Big Huge Games|Microsoft Game Studios||Microsoft Windows|30|Real-time strategy|Single-player, multiplayer|
2831|2006|Ro(c)k Podvraťáků (video game)|0|0|0|0|0||||Microsoft Windows |2006|Action game ||
2832|2006|Roblox|0|0|0|0|0|Roblox Corporation|Roblox Corporation||Microsoft Windows, macOS, iOS, Android, Xbox One|51|Game creation system, massively multiplayer online|Single-player, multiplayer|
2833|2006|RoboBlitz|0|0|0|0|0|Naked Sky Entertainment|"Naked Sky Entertainment (PC)      
Microsoft Game Studios (XBLA)"|Unreal Engine 3|Microsoft Windows, Xbox 360|69|Puzzle, action|Single player|
2834|2006|Rock 'Em Sock 'Em Robots (video game)|0|0|0|0|0|Full Fat|Zoo Digital||Game Boy Advance|61|Fighting|Single-player|
2835|2006|Rockman EXE Legend of Network|0|0|0|0|0||||Mobile Phone|2006 (JP)|Real-time tactical role-playing game|Single player|
2836|2006|Rockstar Games Presents Table Tennis|0|1|0|Best Individual Sports Game|0|Rockstar San Diego[a]|Rockstar Games|RAGE|Xbox 360, Wii|30|Sports|Single-player, multiplayer|
2837|2006|Rogue Trooper (video game)|0|0|0|0|0|Rebellion DevelopmentsTickTock Games (Redux)|Eidos InteractiveReef Entertainment (Wii)Rebellion Developments (Redux)||Microsoft WindowsNintendo SwitchPlayStation 2PlayStation 4WiiXboxXbox One|9|Third-person shooter|Single-player, multiplayer|
2838|2006|Roma Victor|0|0|0|0|0||RedBedlam||Windows|39|Historical MMORPG|Multiplayer|
2839|2006|Romance of the Three Kingdoms XI|0|0|0|0|0|Koei|WW: Koei||Windows 2000, PlayStation 2, Wii|9|Turn-based strategy|Single player, Multiplayer|Romance of the Three Kingdoms
2840|2006|Rome: Total War: Alexander|0|0|0|0|0|Creative AssemblyFeral Interactive (OS X)[1]|SegaFeral Interactive (OS X)[1]||Microsoft WindowsMac OS XiOSAndroid|9|Real-time tactics, Turn-based strategy|Single-player, multiplayer|Total War
2841|2006|Rotohex|0|0|0|0|0|Skip Ltd.|Nintendo||Game Boy AdvanceWiiWare|30|Puzzle|Single-player, multiplayer|
2842|2006|Ruff Trigger: The Vanocore Conspiracy|0|0|0|0|0|Playstos Entertainment|NA: NatsumeEU: ZOO Digital Publishing||PlayStation 2|34|Action, platformer|Single-player|
2843|2006|Rugby 06|0|0|0|0|0|EA Canada, HB Studios|EA Sports||PlayStation 2, Microsoft Windows, Xbox|9|Sports|Single-player|
2844|2006|Rugby Challenge 2006|0|0|0|0|0|Swordfish Studios|Hip InteractiveUbisoft||PlayStation 2, Microsoft Windows, Xbox|9|Sports|Singleplayermultiplayer|
2845|2006|Rule of Rose|0|0|0|0|0|Punchline|JP: Sony Computer EntertainmentNA: Atlus USAEU: 505 Games||PlayStation 2|1|Survival horror|Single-player|
2846|2006|Rumble Roses XX|0|0|0|0|0|Konami|Konami||Xbox 360|18|Fighting game|Single player, multiplayer|
2847|2006|Runaway 2: The Dream of the Turtle|0|0|0|0|0|Pendulo Studios (PC)Cyanide (NDS)93 Games Studio (Wii)|Focus Home InteractiveFX Interactive||Windows, Nintendo DS, Wii, iOS|18|Adventure|Single-player|Runaway 
2848|2006|Rune Factory: A Fantasy Harvest Moon|0|0|0|0|0|Neverland|JP: Marvelous InteractiveNA: NatsumeEU: Rising Star Games||Nintendo DS|9|Simulation, role-playing|Single-player|Rune Factory
2849|2006|Rush for Berlin|0|0|0|0|0|StormRegion|EU: Deep SilverNA: Paradox Interactive||Windows|30|Real-time tactics|Single player, Multiplayer|
2850|2006|Safecracker: The Ultimate Puzzle Adventure|0|0|0|0|0|Kheops Studio|The Adventure Company||Windows, Wii, Nintendo DS|44|Adventure|1 player|
2851|2006|Saints Row (video game)|0|0|0|0|0|Volition|THQ|Havok|Xbox 360|44|Action-adventure|Single-player, multiplayer|Saints Row
2852|2006|Sam & Max Save the World|0|0|0|0|0|Telltale Games|Telltale Games|Telltale Tool|Windows, Wii, Xbox 360|24|Graphic adventure|Single-player|Sam & Max
2853|2006|Samurai Champloo: Sidetracked|0|0|0|0|0|Grasshopper Manufacture|Namco Bandai Games||PlayStation 2|9|Beat 'em up|Single-player, multiplayer|
2854|2006|Samurai Warriors 2|0|0|0|0|0|Omega Force|Koei  Koei Tecmo (PS3, ps vita)||PlayStation 2, Xbox 360, PlayStation 3, PlayStation Vita, Microsoft Windows, PlayStation Network|1|Hack and slash|Single-player, Multiplayer|Samurai Warriors
2855|2006|Saru! Get You! Million Monkeys|0|0|0|0|0|SCEI|Sony Computer Entertainment||PlayStation 2|39|Platform|Single-player, Multiplayer|Ape Escape
2856|2006|Scarface: Money. Power. Respect.|0|0|0|0|0||Vivendi Games[a]||PlayStation Portable, Windows Mobile|61|Turn-based strategy|Single-player, multiplayer|
2857|2006|Scarface: The World Is Yours|1|3|Best Performance by a Human Female|['Best Game Based on a Movie or TV Show', 'Best Cast', 'Best Soundtrack']|0|Radical Entertainment|Vivendi Games[a]||Microsoft Windows, PlayStation 2, Xbox, Wii|34|Action-adventure|Single-player|
2858|2006|School Rumble|0|0|0|0|0||||||Romantic comedy[1]||
2859|2006|Scooby-Doo! Who's Watching Who?|0|0|0|0|0|Savage Entertainment (PSP)Human Soft, Inc. (DS)|THQ||PlayStation Portable, Nintendo DS|61|Action-Adventure||
2860|2006|Scratches (video game)|0|0|0|0|0|Nucleosys|Got Game Entertainment||Microsoft Windows|18|Adventure|Single-player|
2861|2006|Scurge: Hive|0|0|0|0|0||SouthPeak Interactive||Game Boy Advance, Nintendo DS|61|Action/Adventure, Metroidvania[1]|Single-player, multiplayer (versus)|
2862|2006|SD Gundam: Scad Hammers|0|0|0|0|0||Namco Bandai||Wii|78|Action-adventure|Single player|
2863|2006|Seafight|0|0|0|0|0||Bigpoint Games||Adobe Flash|18|Massively Multiplayer Online Game|multiplayer|
2864|2006|Secret Files: Tunguska|0|0|0|0|0|Fusionsphere SystemsAnimation ArtsKaiko|Deep Silver||Microsoft Windows, Nintendo DS, Wii, iOS, Android, Wii U, Nintendo Switch|30|Point-and-click adventure|Single-player|Secret Files
2865|2006|The Secrets of Da Vinci: The Forbidden Manuscript|0|0|0|0|0||Tri Synergy||Windows, MacOS, iOS|2006|Adventure|Single-player |
2866|2006|Seed (2006 video game)|0|0|0|0|0||Runestone Game Development|Qube Software|Microsoft Windows|30|MMORPG|Multiplayer|
2867|2006|Sega Genesis Collection|0|0|0|0|0|Digital Eclipse|Sega||PlayStation 2, PlayStation Portable|9|Compilation|Single-player, multiplayer|
2868|2006|Sega Rally 2006|0|0|0|0|0|Sega|Sega||PlayStation 2|1|Racing game|Single-player|Sega Rally 
2869|2006|The Settlers II (10th Anniversary)|0|0|0|0|0|Blue Byte|Ubisoft||Microsoft Windows|51|City-building, real-time strategy[4][5]|Single-player, multiplayer|The Settlers
2870|2006|Shaberu! DS Oryōri Navi|0|0|0|0|0|indieszero|Nintendo, Sharp Corporation||Nintendo DS|39|Edutainment|Single player|
2871|2006|Shakugan no Shana|0|0|0|0|0|Vridge|||||Action RPG, Visual novel||
2872|2006|Shinkyoku Sōkai Polyphonica|0|0|0|0|0|Ocelot|||||Visual novel||
2873|2006|Shinobido: Tales of the Ninja|0|0|0|0|0|Acquire|JP: Spike Co, Ltd.EU: SCEE||PlayStation Portable|9|Stealth|Single-player, ad hoc multiplayer|
2874|2006|Ship Simulator (video game)|0|0|0|0|0|VSTEP|Lighthouse Interactive||Microsoft Windows|44|Vehicle simulation|Single-player|
2875|2006|The Ship (video game)|0|0|0|0|0|OuterlightBlazing Griffin (Remasted)|WW: Outerlight (digital)NA: MerscomEU: MindscapeWW: Blazing Griffin (Remasted)|SourceUnity (Remasted)|Microsoft Windows|24|First-person shooter|Single-player, multiplayer|
2876|2006|The Shivah|0|0|0|0|0|Wadjet Eye Games|Wadjet Eye Games|Adventure Game Studio|Microsoft Windows, MacOS, Linux, iOS, Android|44|Adventure|Single player|
2877|2006|Shrek Smash n' Crash Racing|0|0|0|0|0|Torus Games|Activision||Game Boy Advance, Nintendo DS, GameCube, PlayStation 2, PSP|9|Racing|Single-player, multiplayer|
2878|2006|Sid Meier's Railroads!|0|0|0|0|0|Firaxis GamesFeral Interactive (Mac OS X)[1]|2K GamesFeral Interactive (Mac OS X)|Gamebryo|Microsoft WindowsMac OS X|61|Business simulation game|Single-player, multiplayer|Railroad Tycoon 
2879|2006|The Sims 2: Open for Business|0|0|0|0|0|Maxis Redwood Shores|Electronic Arts (PC)Aspyr (Mac)|Pixomatic Engine|WindowsMac OS X|18|Life simulation gameGod game|Single-player|The Sims
2880|2006|The Sims 2: Pets|0|0|0|0|0|Maxis Redwood ShoresEA Redwood Shores (GC, PS2, PSP & Wii)Full Fat (NDS)Artificial Mind & Movement (GBA)|Electronic Arts||Microsoft Windows, GameCube, PlayStation 2, Nintendo DS, Game Boy Advance, PlayStation Portable, Wii|34|Life simulation, God game|Single-player|The Sims
2881|2006|SiN Episodes|0|0|0|0|0|Ritual Entertainment|Ritual Entertainment|Source|Microsoft Windows|30|First-person shooter|Single-player, multiplayer|
2882|2006|SketchFighter 4000 Alpha|0|0|0|0|0||Ambrosia Software||Mac OS X|2006-12-01|scrolling shooter|single and multiplayer modes|
2883|2006|Small Arms (video game)|0|0|0|0|0|Gastronaut Studios|Microsoft Game Studios||Xbox 360 (XBLA)|69|Versus fighting game|Single-player, multiplayer|
2884|2006|Smarties: Meltdown|0|0|0|0|0|EM Studios|Koch Media||PlayStation 2|18|Platform/Action/Adventure|Single player|
2885|2006|Sneak King|0|0|0|0|0|Blitz Games|King Games[1]|BlitzTech|Xbox, Xbox 360[2]|69|Stealth-action, advergaming|Single-player|
2886|2006|Snoopy vs. the Red Baron (video game)|0|0|0|0|0||Namco Bandai Games||PlayStation PortablePlayStation 2Microsoft Windows|61|Flight simulator||
2887|2006|SOCOM U.S. Navy SEALs: Fireteam Bravo 2|0|0|0|0|0||Sony Computer Entertainment||PlayStation Portable|30|Third-person shooter|Single-player, multiplayer|SOCOM U.S. Navy SEALs
2888|2006|SOCOM: U.S. Navy SEALs Combined Assault|0|0|0|0|0|Zipper Interactive|Sony Computer Entertainment||PlayStation 2|30|Third-person shooter|Single-player, multiplayer|SOCOM U.S. Navy SEALs
2889|2006|Sonic Riders|0|0|0|0|0|Sonic TeamNow Production|Sega||PlayStation 2, GameCube, Xbox, Microsoft Windows|9|Racing|Single-player, multiplayer|Sonic the Hedgehog
2890|2006|Sonic Rivals|0|0|0|0|0|Backbone EntertainmentSega Studio USA|Sega||PlayStation Portable|69|Action, racing|Single-player, multiplayer|Sonic the Hedgehog
2891|2006|Sonic the Hedgehog (2006 video game)|0|0|0|0|0|Sonic Team|Sega||PlayStation 3Xbox 360|1|Platform, action-adventure|Single-player, multiplayer|Sonic the Hedgehog
2892|2006|Sonic the Hedgehog Genesis|0|0|0|0|0|Sonic Team|Sega||Sega GenesisGame Boy AdvanceWindowsNintendo 3DSiOSAndroidAmazon Fire TVApple TVNintendo Switch|30|Platform|Single-player|Sonic the Hedgehog
2893|2006|The Sopranos: Road to Respect|1|1|Best Supporting Male Performance|Best Game Based on a Movie or TV Show|0|7 Studios|THQ||PlayStation 2|69|Action-adventure, beat 'em up|Single-player|
2894|2006|Soul of the Ultimate Nation|0|0|0|0|0|Webzen|Webzen (Korea, South America, Australia, Europe, rest of Asia), The9 (China),GameOn(Japan), NHN (North America & UK) via ijji, Ingamba (Russia)||Windows|24|Fantasy MMORPG|MMO|
2895|2006|Space Empires V|0|0|0|0|0|Malfador Machinations|Strategy First||Windows|2006|Turn-based strategy|Single player, Multiplayer|Space Empires
2896|2006|The Space Sheriff Spirits|0|0|0|0|0||Namco Bandai Games||PlayStation 2|30|Action|Single player|
2897|2006|Specnaz: Project Wolf|0|0|0|0|0|Byte Software|GMX media||Microsoft Windows|34|Tactical first-person shooter|Single player|
2898|2006|Spectral Force 3|0|0|0|0|0|Idea Factory, XPEC Entertainment|JP: Idea FactoryNA: Atlus||Xbox 360|39|Tactical role-playing game|Single-player|
2899|2006|SpellForce 2: Shadow Wars|0|0|0|0|0|Phenomic|EU: JoWooD ProductionsEU: Deep SilverNA: Aspyr MediaNA: Dreamcatcher InteractiveAU: Auran||Microsoft Windows|18|Real-time strategy, role-playing|Single player, multiplayer|
2900|2006|Spider-Man: Battle for New York|0|0|0|0|0|Torus Games|Activision||Game Boy Advance, Nintendo DS|69|Action, platform|Single-player|Ultimate Spider-Man
2901|2006|Tom Clancy's Splinter Cell: Double Agent|0|0|0|0|0|Ubisoft MilanUbisoft Shanghai[a]|Ubisoft|Unreal Engine 2.5|"
Xbox 360
PlayStation 2
Xbox
GameCube
Microsoft Windows
Wii
PlayStation 3
"|18|Stealth|Single-player, multiplayer|Tom Clancy's Splinter Cell
2902|2006|Tom Clancy's Splinter Cell: Essentials|0|0|0|0|0|Ubisoft Montreal|Ubisoft|Unreal Engine 2.0|PlayStation Portable|18|Action-adventure, stealth|Single-player, multiplayer|Tom Clancy's Splinter Cell
2903|2006|SpongeBob SquarePants: Creature from the Krusty Krab|0|0|0|0|0|Blitz Games (PS2, GC, Wii) WayForward Technologies (GBA, DS)  AWE Games (Windows)|THQ||PlayStation 2Game Boy AdvanceNintendo DSGameCubeWiiMicrosoft Windows|18|Platformer, action-adventure, racing, rail shooter|Single-player|
2904|2006|Spring Engine|0|0|0|0|0||||||||
2905|2006|SpyHunter: Nowhere to Run|0|0|0|0|0|Terminal Reality|Midway Games|Infernal Engine|PlayStation 2, Xbox|51|Action, Racing||Spy Hunter
2906|2006|Stacked with Daniel Negreanu|0|0|0|0|0|5000ft|Myelin Media||Windows, Xbox, PlayStation 2, PSP|9|Poker||
2907|2006|The Stalin Subway|0|0|0|0|0||Buka Entertainment|Orion Engine|Microsoft Windows|51|First-person shooter||The Stalin Subway
2908|2006|Star Fox Command|0|0|0|0|0|Q-GamesNintendo EAD|Nintendo||Nintendo DS, Wii U|1|Shoot 'em up, turn-based strategy|Single-player, multiplayer|Star Fox
2909|2006|Star Trek: Encounters|0|0|0|0|0|4J Studios|NA: Bethesda SoftworksAU: Bethesda SoftworksEU: Ubisoft||PlayStation 2|61|Shoot 'em up, space simulation, action|Single-player, multiplayer|
2910|2006|Star Trek: Legacy|0|0|0|0|0|Mad Doc Software|Bethesda Softworks||Microsoft Windows, Xbox 360|78|Real-time tactics, action-adventure, space combat|Single-player, online multiplayer|
2911|2006|Star Trek: Tactical Assault|0|0|0|0|0|Quicksilver Software|Bethesda Softworks||Nintendo DS, PSP|61|Real-time tactics|Single-player, multiplayer|
2912|2006|Star Wars: Empire at War|0|1|0|Best PC Game|0|Petroglyph Games|LucasArts|Alamo|Microsoft Windows, Mac OS X|9|Real-time strategy|Single-player, multiplayer|Star Wars
2913|2006|Star Wars: Empire at War: Forces of Corruption|0|0|0|0|0|Petroglyph|LucasArts|Alamo|Microsoft Windows|61|Real-time strategy|Single-player, Multiplayer|Star Wars
2914|2006|Star Wars: Lethal Alliance|0|0|0|0|0|Ubisoft Montreal|Ubisoft||Nintendo DS, PlayStation Portable|78|Action-adventure game|Single player, Multi-player|
2915|2006|Star Wars: The Best of PC|0|0|0|0|0|Raven SoftwareBioWarePandemic StudiosLucasArtsPetroglyph Games|LucasArts||Microsoft Windows|NA: 2006-11-21EU: 2006-11-24||Single-player, Multiplayer|
2916|2006|State of Emergency 2|0|0|0|0|0|DC Studios|SouthPeak Interactive||PlayStation 2|9|Third-person shooter|Single-player|
2917|2006|Strategic Command 2: Blitzkrieg|0|0|0|0|0||Battlefront.com||Microsoft Windows|2006|Turn-based strategy|Single player, multiplayer  (by hotseat or PBEM)|
2918|2006|Strawberry Panic!|0|0|0|0|0|MediaWorks|||||Visual novel||
2919|2006|Street Fighter Alpha Anthology|0|1|0|Best Fighting Game|0|Capcom Production Studio 2|Capcom||PlayStation 2|30|Fighting|Single-player, Multiplayer|
2920|2006|Street Riders|0|0|0|0|0||Ubisoft||PlayStation Portable|18|Car combat|Single player, multiplayer|
2921|2006|Stronghold Legends|0|0|0|0|0|Firefly Studios|2K Games||Microsoft Windows|61|Real-time strategy|Single-player, multiplayer|Stronghold
2922|2006|Sudoku Gridmaster|0|0|0|0|0|Hudson Soft|Hudson Soft (JPN)Nintendo||Nintendo DS|9|Puzzle|Single-player|
2923|2006|Suikoden V|0|0|0|0|0|KonamiHudson Soft|Konami||PlayStation 2|9|Role-playing|Single-player|Suikoden
2924|2006|Summer Days|0|0|0|0|0|0verflow (Windows)AiCherry (DVD)ixia (PSP)|||||Visual novel||
2925|2006|Summon Night|0|0|0|0|0|FelistellaFlight-PlanBanprestoMedia.Vision|BanprestoBandai Namco Entertainment||||Role-playing game||
2926|2006|Super Fruit Fall|0|0|0|0|0|NissimoSLAM ProductionsSystem 3 (Wii)|NA: Codemasters (Wii)System 3||WiiPlayStation 2PlayStation PortableNintendo DS|69|Puzzle|Single-player|
2927|2006|Super Mario War|0|0|0|0|0|Michael Schaffer, Florian Hufsky|||Microsoft Windows, Mac OS X, Linux, Wii (homebrew), Dreamcast (homebrew), Xbox (homebrew), Adobe Flash, Nintendo Switch (homebrew), PS3 (homebrew)|78|Action-adventure|Single-player, multiplayer|
2928|2006|Super Monkey Ball Adventure|0|0|0|0|0|Traveller's Tales|Sega||GameCubePlayStation 2PlayStation Portable|34|Platform|Single-player, multiplayer|Super Monkey Ball
2929|2006|Super Monkey Ball: Banana Blitz|0|0|0|0|0|New Entertainment R&D Dept.|Sega||Wii|69|Platform|Single-player, multiplayer|Super Monkey Ball
2930|2006|Super Swing Golf|0|0|0|0|0|Ntreev SoftTecmo|JP: TecmoNA: TecmoEU: Rising Star GamesAU: Tecmo||Wii|34|Golf|Single-player, multiplayer|
2931|2006|Superman Returns (video game)|0|0|0|0|0|EA Tiburon|Electronic Arts|RenderWare, Havok|Nintendo DS, PlayStation 2, Xbox, Xbox 360|69|Action|Single player|
2932|2006|Superman Returns: Fortress of Solitude|0|0|0|0|0|Santa Cruz Games/EA Tiburon|Electronic Arts||Game Boy Advance|69|Puzzle, action|Single-player|
2933|2006|Sven Bømwøllen|0|0|0|0|0||||||||
2934|2006|SWAT Force|1|1|Best Wireless Game|Best Wireless Game|0|Kaolink|Vivendi Universal Games Mobile||Mobile|9|Shoot 'em up|Single-player|Police Quest
2935|2006|Sword of the Stars|0|0|0|0|0|Kerberos Productions|Paradox Interactive (current)[1]  Lighthouse Interactive (former)||Microsoft Windows|34|Turn-based strategy, real-time tactics|Single-player, multiplayer|
2936|2006|Syphon Filter: Dark Mirror|0|0|0|0|0|SCE Bend Studio|Sony Computer Entertainment||PlayStation Portable, PlayStation 2|18|Third-person shooter, stealth|Single-player, multiplayer|Syphon Filter
2937|2006|Taito Legends 2|0|0|0|0|0|Empire Interactive (Xbox, PC)Mine Loader Software (PS2)|Empire Interactive (Europe) Destineer (North America)||Xbox, PlayStation 2, Microsoft Windows|18|Compilation|Single-player, multiplayer|
2938|2006|Taito Legends Power-Up|0|0|0|0|0|Empire OxfordMine Loader Software|NA: DestineerEU/AUS: Empire Interactive||PlayStation Portable|30|||Taito Legends
2939|2006|Take Command (video game)|0|0|0|0|0||||||||
2940|2006|Tales of the Tempest|0|0|0|0|0|Dimps, Namco Tales Studio|Bandai Namco||Nintendo DS|61|Role-playing video game|Single playerMultiplayer|Tales
2941|2006|Tales of the World: Radiant Mythology|0|0|0|0|0||Namco (Japan and Europe) Namco Bandai Games (North America and Australia) EU: Atari||PlayStation Portable|39|Action RPG|Single-player|Tales
2942|2006|Tamagotchi Connection: Corner Shop 2|0|0|0|0|0|NanaOn-Sha|Namco Bandai Games||Nintendo DS|18|Life simulation game|Single-player  multiplayer|Tamagotchi
2943|2006|Tamagotchi: Party On!|0|0|0|0|0|h.a.n.d.[1]|Namco Bandai||Wii|30|Party|Single-player, multiplayer|
2944|2006|Tanita: Plasticine Dream|0|0|0|0|0||||||||
2945|2006|Tank Beat|0|0|0|0|0|Milestone Inc.|JP: MilestonNA: O3 EntertainmentPAL: Midas Interactive||Nintendo DS|30|Artillery/Strategy|Single-player, online multiplayer|
2946|2006|Tasty Planet|0|0|0|0|0||PlayFirst||Windows, Mac OS X, Linux, iOS, Android|44|Arcade|Single player, Endurance|
2947|2006|Teen Titans (2006 video game)|0|0|0|0|0|Artificial Mind and Movement|THQMajesco Entertainment||GameCube, PlayStation 2, Xbox|30|Action, beat 'em up|Single-player, multiplayer|
2948|2006|Tenchu Z|0|0|0|0|0|K2 LLC|JP: FromSoftwareWW: Microsoft Game Studios||Xbox 360|34|Action-adventure, stealth|Single-player, co-op|Tenchu
2949|2006|Tenchu: Dark Secret|0|0|0|0|0|Polygon Magic[1]|JP: From SoftwareWW: Nintendo||Nintendo DS|24|Action-adventure, stealth|Single-player, multiplayer|Tenchu
2950|2006|Terrawars: New York Invasion|0|0|0|0|0|Ladyluck Digital Media|Tri Synergy  G2 Games|Lithtech Jupiter|Microsoft Windows|39|First-person shooter|Single-player, multiplayer|
2951|2006|Test Drive Unlimited|0|0|0|0|0|Eden GamesAtari Melbourne House (PS2 & PSP)|Atari||Xbox 360, PlayStation 2, Microsoft Windows, PlayStation Portable|18|Racing|Single-player, multiplayer|Test Drive
2952|2006|Tetris (Electronic Arts)|0|0|0|0|0|EA MobileElectronic Arts|Electronic Arts||iOS, Android, BlackBerry OS, PlayStation 3, PlayStation Portable, Windows Phone|1|Puzzle|Single-player|Tetris
2953|2006|Tetris DS|0|1|0|Best Handheld Game|0|Nintendo SPD|Nintendo||Nintendo DS|18|Puzzle|Single player, multiplayer|Tetris
2954|2006|Texas Hold 'em (video game)|0|0|0|0|0|TikGames|Microsoft Game Studios||Xbox 360 (XBLA)|44|Card game|Single player, Multiplayer (2-8)|
2955|2006|That's So Raven: Psychic on the Scene|0|0|0|0|0||Buena Vista Games||Nintendo DS|69|||
2956|2006|Theatre of War (video game)|0|0|0|0|0||Battlefront.com||Microsoft Windows|24|Strategy|Single player, multiplayer|
2957|2006|Thomas & Friends merchandise|0|0|0|0|0||||||||
2958|2006|Thrillville|0|0|0|0|0|Frontier Developments|LucasArts (North America)Atari Europe (Europe)||PlayStation 2, PlayStation Portable, Xbox|9|Strategy, action, party|Single-player, multiplayer|
2959|2006|Time Crisis 4|0|0|0|0|0|Nex Entertainment|NA: Namco Bandai GamesEU: SCEE||Arcade, PlayStation 3|24|Light gun shooter (Arcade, PS3)First-person shooter (PS3, excluding Razing Storm)|Single-player, multiplayer|
2960|2006|Titan Attacks!|0|0|0|0|0|Puppy Games|Puppy Games, Curve Studios||Windows, Mac OS X, Linux, PS3, PS4, Vita, 3DS, Android|18|Fixed shooter|Single-player |
2961|2006|Titan Quest|0|0|0|0|0|Iron Lore Entertainment[a]|THQ[b]|PathEngine |Microsoft Windows, iOS, Android, Nintendo Switch, PlayStation 4, Xbox One|18|Action role-playing, hack and slash|Single-player, multiplayer|
2962|2006|TOCA Race Driver 3|0|1|0|Best Driving Game|0|Codemasters|Codemasters||Microsoft Windows, PlayStation 2, Xbox, PlayStation Portable, OS X, Nintendo DS|9|Racing|Single-player, Multiplayer|TOCA
2963|2006|Tokimeki Memorial Girl's Side: 2nd Kiss|0|0|0|0|0|Konami|Konami||PlayStation 2, Nintendo DS|9|Dating sim|Single player|Tokimeki Memorial series
2964|2006|Tokimeki Memorial Online|0|0|0|0|0||Konami||Windows|18|MMORPG|Massive multiplayer|Tokimeki Memorial series
2965|2006|Tomb Raider: Legend|0|0|0|0|0|Crystal Dynamics[a]|Eidos Interactive||Microsoft Windows, PlayStation 2, Xbox, Xbox 360, PlayStation Portable, Game Boy Advance, Nintendo DS, GameCube, Mobile, PlayStation 3|18|Action-adventure|Single-player|Tomb Raider
2966|2006|Tony Hawk's Downhill Jam|0|0|0|0|0|Toys For Bob[a][b][c]|Activision||Wii, PlayStation 2, Nintendo DS, Game Boy Advance|30|Extreme sports, racing|Single-player, multiplayer, online multiplayer (Nintendo DS only)|Tony Hawk's
2967|2006|Tony Hawk's Project 8|1|1|Best Individual Sports Game|Best Individual Sports Game|0|Neversoft[a]|Activision||PlayStation 2, Xbox, Xbox 360, PlayStation 3, PlayStation Portable|18|Sports|Single-player, multiplayer|Tony Hawk's
2968|2006|Tony Tough 2: A Rake's Progress|0|0|0|0|0||Dtp-entertainment||Windows|2006|Adventure game||
2969|2006|Top Spin 2|0|1|0|Best Individual Sports Game|0||2K Sports||Xbox 360Game Boy AdvanceNintendo DSMicrosoft Windows|18|Sports|Single-player, Multiplayer|
2970|2006|Toribash|0|0|0|0|0|Nabi Studios|Nicalis||Microsoft Windows, OS X, Linux, Wii|18|Fighting|Single-player, multiplayer|
2971|2006|Torino 2006 (video game)|0|0|0|0|0|49Games|2K Sports||Microsoft Windows, PlayStation 2, Xbox|1|Sports|Single-player, multiplayer|Winter Olympic Games 
2972|2006|Totally Spies! 2: Undercover|0|0|0|0|0|Mistic Software|Atari||Game Boy Advance, Nintendo DS|69|Action|Single-player|Totally Spies! 
2973|2006|TotemBall|0|0|0|0|0|Strange Flavour|Microsoft Game Studios||Xbox 360 (XBLA)|61|Action Musical|Single player, multiplayer|
2974|2006|Touch Detective|0|0|0|0|0|BeeWorks|JP: Success CorporationNA: AtlusEU: 505 Games||Nintendo DS, iOS, Android|18|Adventure|Single-player|
2975|2006|Tourist Trophy (video game)|0|0|0|0|0|Polyphony Digital|Sony Computer Entertainment|Modified Gran Turismo 4 engine|PlayStation 2|1|Sim racing|Single-player, Multiplayer|Gran Turismo
2976|2006|Trauma Center: Second Opinion|0|0|0|0|0|Atlus|NA: Atlus USAJP: AtlusEU: Nintendo||Wii|44|Simulation, visual novel|Single-player|Trauma Center
2977|2006|Traveler IQ Challenge|0|0|0|0|0|Travelpod||||2006-7|Geography||
2978|2006|Tremulous|0|0|0|0|0|||"id Tech 3
 "|||||
